노선번호,정류장명
374,동산동능모퉁이.한국지역난방공사
374,삼송테크노밸리
374,삼송역현대헤리엇아파트
374,삼송역사거리.지축차량기지입구
374,삼송주택앞
374,신원마을3단지
374,신원마을2.4단지
374,신원마을1단지.신원중
374,세원마을입구
374,서울시립승화원
374,대자삼거리
374,벽제역
374,부대앞
374,선유동입구
374,빈정동
374,응달촌
374,고양현대아파트
374,고양동시장
374,고양동사거리
374,신성빌라.동익아파트
374,푸른마을10단지.대명교회앞
374,고양동삼거리
374,국군고양병원
374,용미주유소
374,용미4리제2묘지입구
374,용미리묘지입구
374,용미3리
374,한영기계
374,옥계동
374,용미2리
374,용미5교차로
374,웅선비지네스
374,용암사.용미리마애이불입상
374,용미1리.한민고
374,분수리
374,분수1리
374,윤관장군묘
374,한국자원재생공사
374,광탄행정복지센터
374,라메르아파트.다나아병원
374,광탄시장
374,광탄삼거리
374,신산아트빌라
374,신산3리
374,새슬막
374,미군부대
374,나자렛묘원
374,신산5리
374,창만2리
374,검전리교차로
374,검전리
374,전진사
374,천국기도원
374,부대앞
374,파주제일교회
374,연풍삼거리
374,연풍시장
374,연풍초등학교
374,민방위교육장
374,세경고등학교
374,오뚜기냉동식품
374,주내성당.파주휴먼시아
374,파주읍행정복지센터
374,주내삼거리
374,파주5리
50,필리핀참전비
50,새서울아파트
50,더퍼스트프라임
50,관산동.벽제시장
50,관산주공아파트.관산동행정복지센터
50,고양외고.고양제일중학교
50,벽제교.관산삼거리
50,사리현동.벽제교삼거리
50,사리현동입구
50,벽제초등학교
50,사리현동문아파트
50,벽제초등학교
50,벽제초교
50,현대그린아파트.예술인력개발원
50,순복음영산교회
50,문봉고개
50,상촌마을
50,고봉동행정복지센터
50,신흥자동차검사소
50,문봉낚시터
50,오렌지마트
50,식사삼거리.식사공단
50,모모월드
50,황해슈퍼
50,미니스톱
50,고양시산림조합
50,길상사
50,식사삼거리.식사공단
50,은행마을3단지.일산자이센트리지.일산자이더헤리티지
50,세원고교입구.동국대병원사거리
50,숲속마을.은행마을입구
50,풍산동행정복지센터
50,백마마을5단지
50,강촌마을1단지
50,강촌마을8단지
50,웨스턴돔
50,일산호수공원관리사무소
50,홈플러스
50,롯데백화점
50,일산동구청(중)
50,강촌마을8단지
50,강촌마을1단지
50,백마마을5단지
50,풍산동행정복지센터
50,숲속마을.은행마을입구
50,세원고교입구.동국대병원사거리
50,은행마을3단지.일산자이센트리지.일산자이더헤리티지
50,식사동
50,길상사
50,고양시산림조합
50,미니스톱
50,황해슈퍼
50,모모월드
50,식사삼거리.식사공단
50,오렌지마트
50,문봉낚시터
50,신흥자동차검사소
50,고봉동행정복지센터
50,상촌마을
50,문봉고개
50,순복음영산교회
50,현대그린아파트.예술인력개발원
50,벽제초교
50,벽제초등학교
50,사리현동문아파트
50,벽제초등학교
50,사리현동입구
50,사리현동.벽제교삼거리
50,벽제교.관산삼거리
50,고양외고.고양제일중학교
50,관산주공아파트.관산동행정복지센터
50,관산동.벽제시장
50,신성아파트
50,필리핀참전비
52,산내마을6.8단지
52,산내마을8.12단지(중)
52,두레공원(중)
52,해솔마을11단지
52,가람마을1단지
52,가람마을4단지
52,가람마을3.4.6단지
52,지산초교.가람도서관
52,운정역
52,할인마트
52,신교하농협지산지점
52,상지석5통
52,새터마을
52,하감천마을
52,청석궁.성석동감내
52,오미산주유소
52,푸르메마을
52,두테비
52,성석주유소
52,고흥주유소
52,마골
52,성석초교
52,문봉주유소
52,문봉빌라단지
52,희망원
52,고봉동행정복지센터
52,상촌마을
52,문봉고개
52,순복음영산교회
52,현대그린아파트.예술인력개발원
52,벽제초교
52,사리현동입구
52,구.한산기업
52,사리현동.벽제교삼거리
52,벽제교.관산삼거리
52,고양외고.고양제일중학교
52,관산주공아파트.관산동행정복지센터
52,관산동.벽제시장
52,관산동.벽제시장
52,관산주공아파트.관산동행정복지센터
52,고양외고.고양제일중학교
52,벽제교.관산삼거리
52,사리현동.벽제교삼거리
52,구.한산기업
52,사리현동입구
52,벽제초교
52,현대그린아파트.예술인력개발원
52,순복음영산교회
52,문봉고개
52,상촌마을
52,고봉동행정복지센터
52,희망원
52,문봉빌라단지
52,문봉주유소
52,성석초교
52,마골
52,고흥주유소
52,성석주유소
52,두테비
52,푸르메마을
52,오미산주유소
52,청석궁.성석동감내
52,하감천마을
52,새터마을
52,상지석5통
52,신교하농협지산지점
52,할인마트
52,운정역
52,지산초교.가람도서관
52,가람마을3.4.6단지
52,가람마을4단지
52,가람마을1단지
52,해솔마을11단지
52,두레공원(중)
52,산내마을8.12단지(중)
52,산내마을6.8단지
55,차고지대기(미정차)
55,고양공영차고지
55,일산서부경찰서
55,고양종합운동장.일산서구청
55,대화중학교.종합운동장
55,킨텍스
55,힐스테이트일산
55,킨텍스역5번출구
55,킨텍스역.원시티1단지
55,원마운트
55,한수초등학교
55,주엽역사거리
55,문촌초등학교
55,오마초등학교
55,신촌초등학교.일산서구청소년수련관
55,일산역
55,산들마을5단지
55,일산서구보건소
55,북일산전화국.일산2동행정복지센터
55,쌍용아파트.중산마을입구
55,중산마을10단지.동신아파트
55,안곡초등학교
55,하늘마을2.6단지
55,구SBS스튜디오
55,현대공업사
55,잣골
55,안골
55,사당골
55,중고차매매단지
55,진밭
55,신병교육대
55,자동차매매단지
55,두테비
55,성석주유소
55,고흥주유소
55,마골
55,성석초교
55,문봉주유소
55,문봉빌라단지
55,희망원
55,고봉동행정복지센터
55,희망원
55,문봉빌라단지
55,문봉주유소
55,성석초교
55,마골
55,고흥주유소
55,성석주유소
55,자동차매매단지
55,신병교육대
55,진밭
55,중고차매매단지
55,사당골
55,안골
55,잣골
55,소개울
55,안곡중고교
55,하늘마을2.6단지
55,안곡초등학교
55,중산마을10단지.동신아파트
55,중산마을입구.쌍용아파트.실로암병원
55,북일산전화국.일산2동행정복지센터
55,일산서구보건소
55,산들마을5단지
55,일산역
55,신촌초등학교.일산서구청소년수련관
55,오마중학교
55,문촌초등학교
55,주엽역사거리
55,한수초등학교
55,원마운트
55,킨텍스역2번출구.포레나킨텍스
55,킨텍스역1번출구.현대모터스튜디오고양
55,킨텍스
55,한국건설기술연구원.킨텍스
55,대화중학교.종합운동장
55,고양종합운동장.일산서구청
55,일산서부경찰서
55,고양공영차고지
567,장터고개.맥금동영업소
567,배무기
567,검산초등학교
567,유승아파트
567,성원아파트
567,대방아파트
567,풀무골
567,문산제일고
567,문산제일고삼거리
567,방호벽사거리
567,독점말.대방노블랜드2차아파트
567,금촌동문아파트
567,팜스프링아파트
567,금촌농협
567,금촌역
567,금촌사거리
567,장안아파트
567,KT파주지사.보훈회관
567,금촌로타리
567,금촌초등학교
567,순달교
567,금촌교
567,하지석동입구
567,교하파출소
567,이마트파주점
567,당하동삼거리
567,당하동
567,와동동
567,가람마을4단지
567,가람마을3.4.6단지
567,라온공원
567,와동초교
567,가람마을11단지
567,운정행복센터.운정합동주민센터
567,해솔마을6.7단지
567,한빛마을1.2단지
567,한빛마을5단지
567,야당역.한빛마을5.9단지
567,야당과선교
567,한소망교회
567,앵골.광성교회
567,일산가구공단
567,철산아파트.탄현역앞.고양시현충공원
567,서울도시가스
567,신원아파트
567,한뫼초교.일산중고교
567,일산시장
567,일산터미널
567,북일산전화국.일산2동행정복지센터
567,일산복음병원.일산하이병원
567,하늘마을2.6단지
567,안곡중고교
567,약산마을.애니골입구
567,사단앞
567,동국대병원사거리
567,은행마을3단지.일산자이센트리지.일산자이더헤리티지
567,식사동
567,식사오거리
567,원당중학교
567,고양시청.덕양구보건소
567,삼혜그린뷰아파트
567,리스쇼핑.원당시장
567,성사1동행정복지센터
567,원당역
567,흥도동행정복지센터
567,훼릭스
567,가시골
567,원흥역2번출구
567,원흥역1번출구.방송통신대
567,삼송마을18.19단지
567,삼송마을20단지
567,세수동
567,삼송역4번출구
567,힐스테이트삼송역
567,삼송테크노밸리
567,동산동능모퉁이.한국지역난방공사
567,은평뉴타운10단지(중)
567,구파발역.롯데몰(서울도심)
567,박석고개.신도고등학교(중)
567,세명컴퓨터고등학교(중)
567,연신내역.연서시장(중)
567,동명여고.천주교불광동성당(중)
567,불광역3.6호선(중)
567,불광역3호선.서울혁신파크(중)
567,한전서대문은평.북한산푸르지오(중)
567,한전서대문은평.북한산푸르지오(중)
567,불광역3호선.서울혁신파크(중)
567,불광역3.6호선(중)
567,동명여고.천주교불광동성당(중)
567,연신내역.연서시장(중)
567,세명컴퓨터고등학교(중)
567,박석고개.신도고등학교(중)
567,구파발역.롯데몰(고양.파주)
567,구파발역(미정차)
567,은평뉴타운10단지(중)
567,동산동능모퉁이.한국지역난방공사
567,삼송테크노밸리
567,삼송역5번출구
567,세수동
567,삼송마을16.17단지
567,삼송마을14.15단지
567,원흥역8번출구.방송통신대앞
567,원흥역3번출구
567,농업기술센터
567,가시골
567,훼릭스
567,흥도동행정복지센터
567,원당역
567,성사1동행정복지센터
567,롯데캐슬.원당시장
567,삼혜그린뷰아파트
567,고양시청.덕양구보건소
567,양조장입구
567,원당중학교
567,식사오거리
567,식사삼거리.식사공단
567,은행마을3단지.일산자이센트리지.일산자이더헤리티지
567,동국대병원사거리
567,사단앞
567,약산마을.애니골입구
567,안곡중고교
567,하늘마을2.6단지
567,일산복음병원.일산하이병원
567,북일산전화국.일산2동행정복지센터
567,일산터미널
567,일산시장
567,한뫼초교.일산중고교
567,신원아파트앞
567,서울도시가스
567,철산아파트.탄현역앞.고양시현충공원
567,일산가구공단
567,앵골.광성교회
567,송학동
567,야당과선교
567,야당역.한빛마을5.9단지
567,한빛마을5단지
567,한빛마을1.2단지
567,해솔마을6.7단지
567,운정행복센터.운정합동주민센터
567,가람마을11단지
567,와동초교
567,라온공원.한전파주지사
567,가람마을3.4.6단지
567,가람마을4단지
567,와동동
567,당하동
567,당하동삼거리
567,이마트파주점
567,교하파출소
567,금촌교
567,순달교
567,금촌초등학교
567,금촌로타리
567,금촌로타리.평생학습관
567,KT파주지사.보훈회관
567,장안아파트
567,금촌사거리
567,금촌통일시장
567,금촌역
567,금촌1동
567,팜스프링아파트
567,금촌동문아파트
567,독점말.대방노블랜드2차아파트
567,방호벽사거리
567,문산제일고교
567,문산제일고정문
567,야동동
567,대방아파트
567,성원아파트
567,유승아파트
567,검산초등학교
567,배무기
567,맥금동종점
571,가산동기점
571,한일유엔아이아파트
571,디지털3단지.롯데이노베이트
571,디지털3단지.영창실업
571,가산디지털단지역
571,디지털3단지.월드벤처센터
571,디지털3단지사거리
571,금천패션아울렛사거리.W몰
571,디지털단지오거리
571,가리봉시장
571,남구로역
571,구로시장
571,구로4동우체국.고대구로병원정문
571,구로119안전센터
571,구로변전소.구로초등학교
571,구로역.나인스애비뉴
571,구로역.구로기계공구상가
571,기업은행구로중앙지점
571,갈산초등학교정문
571,목동14단지
571,양천공원
571,목동중학교
571,길훈로즈빌아파트
571,목운초등학교.목운중학교
571,목동운동장남문.아이스링크
571,목동5단지C상가.목동운동장북문
571,파리공원
571,목동5단지B상가.목5동주민센터
571,이대목동병원.목동6단지앞
571,신목동역.서울지방식품의약품안전청
571,안양천입구
571,월드컵경기장남측.월드컵공원
571,월드컵경기장서측.문화비축기지
571,증산종합시장.증산중학교입구
571,증산역.증산동주민센터
571,연서중학교입구
571,와산교
571,새절역.숭실고입구
571,신흥시장
571,응암역.신사오거리
571,역촌초등학교
571,역말사거리
571,구산역2번출구.예일여고
571,구산역1번출구
571,대조동주민센터
571,연신내역.로데오거리
571,연서시장
571,종로약국
571,불광지구대
571,북한산대창센시티아파트
571,은평경찰서
571,신도초중교입구.한국고전번역원
571,은평구민체육센터앞
571,은진초교입구.은뜨락도서관
571,구파발역입구(중)
571,은평뉴타운10단지(중)
571,진관공영차고지
571,진관공영차고지
571,동산동능모퉁이.한국지역난방공사
571,은평뉴타운10단지(중)
571,구파발역입구(중)
571,은진초교입구.은뜨락도서관
571,은평구민체육센터앞
571,신도초중교입구.한국고전번역원
571,은평경찰서
571,연신초등학교
571,불광지구대
571,새장골유래비
571,연서시장
571,연신내역.로데오거리
571,은평연세병원
571,구산역4번출구
571,구산역3번출구.예일여고
571,역말사거리
571,역촌초등학교
571,응암역2번출구
571,응암역.신사오거리
571,신흥시장
571,새절역
571,와산교
571,연서중학교입구
571,증산역.증산동주민센터
571,증산종합시장.증산중학교입구
571,월드컵경기장서측.문화비축기지
571,마포농수산물시장.월드컵공원
571,영등포아리수정수센터
571,신목동역
571,신목동역.서울지방식품의약품안전청
571,월촌중학교.목동1단지
571,목동2단지
571,목동3단지
571,목동4단지상가.목동종합운동장
571,목1동주민센터.양천소방서
571,목동7단지동문
571,미래탐구초중학원.종로학원
571,목동8단지.한전
571,양천구청.양천보건소
571,양천문화회관.양천일자리센터
571,목동10단지상가
571,목동12단지
571,양천구민체육센터.양천일자리센터
571,양천구청
571,목동13단지
571,갈산초등학교정문
571,기업은행구로중앙지점
571,구로역.구로기계공구상가
571,구로2동성당
571,우리유앤미아파트
571,구로119안전센터
571,구로4동우체국.고대구로병원정문
571,구로시장
571,남구로역3번출구
571,가리봉시장
571,금천패션아울렛사거리.마리오
571,디지털3단지사거리
571,디지털3단지.(주)로옴코리아
571,가산디지털단지역
571,가산디지털단지역1호선
571,디지털3단지.영창실업
571,한일유엔아이아파트
571,가산동종점
